,JobId,job_descriptions,job links,job titles,Posted By,Posted Time,Employement Status,Location
61,61,"Logic-Valley prides itself as one of the leaders in the solutions providers of the Information Technology Industry. We provide the latest technology, equipment, and solutions allowing us to give our customers the best service possible on-site and through other media.
Customized software development.
Mobile Apps Development (Flutter).
Enterprise resource planning (ERP).
The Role

Responsibilities
Manage API’s
DB Design and Optimization
Excellent communication and problem-solving skills
Ideal Profile
Ideal Candidate is with recent experience in CodeIgniter
You have good communication skills
You have knowledge on PHP, LARAVEL / Code Igniter
HTML, CSS, JavaScript, jQuery
What's on Offer?
Work alongside & learn from best in class talent
Great work culture
Flexible working options",https://www.linkedin.com/jobs/view/3130450185/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=YAN7f9tw33JWdQXY5d1fHA%3D%3D&trackingId=nWWWyTPY0e%2B9VfWq1LuMgw%3D%3D&trk=flagship3_search_srp_jobs,Codeigniter / Laravel Developer,LOVA - Logic Valley (Pvt) Ltd.,4 weeks ago,"PKR480,000/yr - PKR600,000/yr · Full-time · Entry level","Rawalpindi, Punjab, Pakistan"
62,62,"Posted by
Muntaha Khan
Business Development Executive at IDENBRID INC.
Send InMail
We are looking for a Core PHP Developer to join our growing web development team. If you want to move forward in your career teams - this is the opportunity you must not miss!

Requirements:
- Minimum 3 years of experience in Core PHP.
- Only apply if you have a GitHub/Portfolio Link.
- Bachelor or Master's degree in CS/SE/IT.
- Strong concepts of Object-Oriented Programming and Databases.
- Must have proven in-hand experience.
- Knowledge of React.js is preferable.
Responsibilities:
- Perform a mix of maintenance, enhancements, and new development as required
- Work cross-functionally to convert business needs into technical specifications
- Work with the development team to create new components and modules for the application
- Participate in team meetings
- Proficient understanding of code versioning tools, such as GitLab or GitHub
- Experience in building APIs

Note: This is an in-house career opportunity. Do not apply if you are available for remote/part-time only.",https://www.linkedin.com/jobs/view/3066295667/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=YAN7f9tw33JWdQXY5d1fHA%3D%3D&trackingId=5xvtMFmqqKT0aXeloMU6wQ%3D%3D&trk=flagship3_search_srp_jobs,Senior Core PHP Developer,IDENBRID INC,4 weeks ago,Full-time,"Lahore, Punjab, Pakistan"
63,63,"Posted by
Ramsha Khan
SDS HR Manager
Send InMail
Sigma Digital Solutions is currently looking for a Senior PHP Codeigniter/Laravel Developer for its morning shift. The ideal candidate must be a highly resourceful and innovative developer with extensive experience in the layout, design, and coding of websites/backend services specifically in PHP Code Igniter or Laravel framework. A person must also possess a strong knowledge of web application development using PHP programming language and MySQL Server databases.

Abilities and Skillsets:

· Excellent communication skills in English (both written and spoken)
· Experience in leading teams showing leadership skillsets.
· Must have more than 5 years of experience in web development and software design
· Expertise in front-end technologies (HTML JavaScript, CSS)
· Proficient in JavaScript including AJAX, JSON, JQuery, and other JavaScript frameworks, libs, MySQL, 3rd Party API implementation.
· Must have experience in E-commerce and Payment gateways.
· Must have backend services knowledge & database architecture
· Perform a mix of maintenance, enhancements, and new development as required
· Work in a data analyst role and with business intelligence applications
· Document features, technical specifications & infrastructure Responsibilities
· Work cross-functionally to convert business needs into technical specifications
· Good database management skills
· Ability to work independently or in a team environment
· Ability to work under pressure and deliver quality products under tight deadlines.
· Must have a degree in Computer Science, Software engineering, or relevant field

Morning Shift: Timings 10:00 am to 07:00 pm

NOTE: This is a contract-based position with a one-year (1) minimum contract duration if you have more than five years of experience And a two-year (2) contract (leading to unlimited) if you have less than five years of experience.",https://www.linkedin.com/jobs/view/3127919903/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=YAN7f9tw33JWdQXY5d1fHA%3D%3D&trackingId=tJEVYmNf5ow1pWlUVj9tLA%3D%3D&trk=flagship3_search_srp_jobs,Senior PHP CodeIgniter/Laravel Developer,Sigma Digital Solutions,6 days ago,Full-time,"Islāmābād, Pakistan"
64,64,"MonetizeMore builds industry leading ad technology that is seen by more than 300M people per month. The company has been running for 11 years achieving consistent double digit growth each year with a team of 180+ team members spread across the globe.

MonetizeMore offers location and schedule freedom to every one of its team members. That means that you would have the lifestyle autonomy to choose to work from anywhere in the world, during the time of day you prefer. This new-age work lifestyle would enable you to engineer your ideal lifestyle. Say goodbye to endless commutes, stuffy business attire and the arbitrary 9 – 5 work day. Take your life back into your hands by joining the MonetizeMore team!

The product team is the fastest and most innovative team in the company. Build greenfield technology that is disrupting the ad technology industry. Solve problems that have never been solved before. Join a company culture that replaces constant meetings and interruptions with innovation that continues to break boundaries. Take your skillset to the next level with some of the best minds in the ad technology industry to make a real difference with MonetizeMore.

Responsibilities

The day-to-day work of a MonetizeMore web developer includes:
Developing features or product using: Node.js, JavaScript, Python/Flask, PostgreSQL, React.js, AWS, Linux, Docker, Git, Cloud Services and any other new technologies.
Building JavaScript applications capable of tracking and responding to billions of requests per month.
Developing APIs and integrating with 3rd party APIs to automate manual tasks.
Implementing UI facilitating third-party reporting and streamlining ad operations.
Integration of services to maximize ad revenues and maintain strong user experience.
Planning and prototyping new applications.
Defect resolution of existing and new issues.
Unit testing new features to ensure they conform to MonetizeMore’s quality standards and meet requirements.
Code reviews.
Running performance benchmarking tests.
Staying up to date with new trends and advancements in web development and ad tech.
Attending daily stand-up meetings (30 mins) and other Scrum meetings (Every 2 weeks).

Attributes

MonetizeMore web developer attributes include:

Teamwork Attributes:
Collaboration: Working remotely on complex projects necessitates that you work together with your team and share knowledge.
Communication Skills: You are comfortable communicating in English at all levels, have strong spoken and written communication skills and are an active listener.
Teamwork: You value team synergy and are excited about helping your team succeed.
Interpersonal Skills: You are able to get along, work well and coordinate with others.
Conflict Management: As a team, we are proactive in dealing with conflict. You are able to find constructive ways of resolving issues with other team members.

Technical Attributes:
Technology: A MonetizeMore developer is proficient in all stages of web development, from conception to deployment. You are a one-person army, ready and willing to attack any technical challenge that crosses your path
Analytical and Problem Solving Skills: You work hard to understand technical issues and to resolve them in an effective manner.
Detail Orientation: You work on many parts of an application or system at the same time and are able to focus on each detail meticulously.
Initiative: You work well in a team, with little supervision, making well-reasoned and effective technical decisions.
Reliability and Responsibility: You demonstrate reliability at all times. You give reasonable expectations within Agile Scrum framework and work hard and smart to achieve and surpass those expectations. You communicate what you are going to do, then meet that commitment.
Thought Leadership: You analyze MonetizeMore’s tech stack, systems and processes with the goal to iterate on a regular basis. You look for opportunities to improve to increase value to MonetizeMore and suggest them to the team.

If you think you are a good fit to join the MonetizeMore product team, please apply below and give specific reasons what sets you apart. We hire individuals not robots so don’t be afraid to show a little personality ;)

Powered by JazzHR

jYfLp4Y6Tk",https://www.linkedin.com/jobs/view/3127008284/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=YAN7f9tw33JWdQXY5d1fHA%3D%3D&trackingId=oIN0CHd%2BQdn3vklv1bd17g%3D%3D&trk=flagship3_search_srp_jobs,Remote Full Stack Web Developer,MonetizeMore,1 month ago,Full-time · Mid-Senior level,"Lahore, Punjab, Pakistan"
65,65,"Division

Outdoor Power Equipment- OPE is a group within Constellation Dealership. It is recognized as the leader in business management software for Outdoor Power Equipment dealers. Constellation Dealership provides a suite of market-leading software products designed specifically for dealerships. Over 2,000 dealerships across North America, the United Kingdom, Ireland, and Africa, rely on one of our products to make their dealership more successful. We are a wholly owned subsidiary of Constellation Software Inc. Constellation Software is a leading provider of software and services to a select group of public and private sector markets. Constellation manages and builds industry-specific software businesses which provide specialized, mission-critical software solutions that address the needs of our customers.

Position

The role of the Full Stack Web Developer is to be a valued contributor on the Scrum team for Target, a next generation CRM application. Daily responsibilities include but are not limited to performing troubleshooting and analysis for existing system bugs as well as coding new user interface and service components. Emphasis in this role is on learning and growth, with a focus on quality and best practices.

The chosen candidate will work out of the Contour Software Lahore resource center office, as an extension of the division-based R&D department.

Responsibilities
Develop new functionality in React and C# under the guidance of the Software Architect and Sr engineers
Trouble-shoot existing code issues in a Tier 3 support role, working in conjunction with Senior Engineers, Business Analysts, and Technical Support.
Other duties and responsibilities as required
Required Skills
B.S. or higher in CIS, MIS, CS or other appropriate field of study. Equivalent experience is acceptable in lieu of a degree.
3 to 5 years of C# and the .NET Framework
Minimum 3 years of experience in Java Script frameworks React experience preferred
Troubleshooting code issues and familiarity with debugging in a Visual Studio environment
Querying and working with data in a relational database with preference given to SQL Server & T-SQL
Experience working in an Agile development environment
Degree of critical thinking and problem-solving skills
Written and verbal communication skills
Desired / Nice to have
Exposure to RESTful service development
Exposure to Microservices Architecture
Cloud native application development experience AZURE preferred
Exciting Benefits We Offer
Market-leading Salary
Medical Coverage Self & Dependents
Parents Medical Coverage
Provident Fund
Employee Performance-based bonuses
Home Internet Subsidy
Conveyance Allowance
Profit Sharing Plan [Tenured Employees Only]
Life Benefit
Child Care Facility
Company Provided Lunch/Dinner
Professional Development Budget
Recreational area for in-house games
Sporadic On-shore training opportunities
Friendly work environment
Leave Encashment",https://www.linkedin.com/jobs/view/3068138479/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SCHOOL_RECRUIT&refId=YAN7f9tw33JWdQXY5d1fHA%3D%3D&trackingId=lOEhmlJNtLEQjVBLqAbzNA%3D%3D&trk=flagship3_search_srp_jobs,Full Stack Web Developer,Contour Software,1 month ago,Full-time · Entry level,"Lahore, Punjab, Pakistan"
66,66,"We are looking for an experienced Back-end Developer to join our team.

If you have excellent programming skills and a passion for developing applications or improving existing ones, we would like to meet you. As a Back-end developer, you’ll work closely with our engineers to ensure system consistency and improve the user experience.

You should be able to develop and maintain functional and stable web applications to meet our company’s needs.

Required Skills
Expert level of knowledge and experience in Python Development
2-3 years using MySQL/MongoDB including database design and optimization.
Understanding of API's and REST architecture.
Excellent concepts of OOP
Understanding of Web Development and Architecture.
Experience with MongoDB and ElasticSearch
Microservices and their architecture
Flask apps
Understanding of Data models and prediction algorithms PEP 8 coding practices

Skills (would Be a Plus)
GIT
Design Patterns
Experience with relational database systems
Dockers
CI/CD process
Unit testing
Web-scrapping/crawling

Requirements
Experience with config management or automation frameworks. (i.e. Ansible / Terraform / Puppet / Capistrano)
Good to have knowledge of Flask/Django framework.
Experience maintaining production infrastructure in a Linux Environment.
Experience architecting web applications.
Solid understanding of Design Patterns and Object Oriented.
Good understanding of data structures, algorithms, and operating system kernels.
Your passion for technology and the ability to think critically about the performance, scalability, and reliability of software is unparalleled.",https://www.linkedin.com/jobs/view/3099336515/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=YAN7f9tw33JWdQXY5d1fHA%3D%3D&trackingId=uYyLW1Mh%2Bkmam4brNGYwHg%3D%3D&trk=flagship3_search_srp_jobs,Back-end Developer,Boardroom Advisors: Part-Time CEOs MDs NEDs for Scale-Ups and SME's.,1 month ago,Full-time · Entry level,"Islamabad, Islāmābād, Pakistan"
67,67,"Posted by
Javeria Qadeer
An entrepreneur - I am skilled in writing, editing, proofreading, blogging, research, SEO and SMM. My company specializes in digital marketing, web development, and customized ERP systems.
Send InMail
Job Description:
The digital landscape continues to evolve at a rapid pace, and Androsoft Solutions remains on the cutting edge with innovative website designs. We’re looking for a skilled back-end developer to join our team of creators consistently raising the bar on user experiences. Working behind the scenes, the ideal candidate has a unique blend of technical expertise and insatiable curiosity, with a methodical, analytical mindset. You should be comfortable working alongside a team as well as independently in the design and development of mission-critical websites, applications, and layers of the infrastructure. Experience with JavaScript, Amazon Web Services (AWS), Git, or MongoDB is helpful to succeeding quickly in this role.

Objectives of this Role
Regularly communicate with stakeholders, project managers, quality assurance teams, and other developers regarding progress on the long-term technology roadmap
Create and maintain workflows with teams to provide visibility and to ensure workload balance for consistent visual designs
Develop and oversee testing schedules in a client-server environment, addressing all browsers and devices to ensure various devices display the desired content
Produce quality code, raising the bar for the whole team on quality and speed
Recommend system solutions by comparing the advantages and disadvantages of custom development and purchase alternatives

Daily and Monthly Responsibilities
Write code and tests, build prototypes, solve issues, profile and analyze bottlenecks
Design perform, robust APIs to support mobile and desktop clients
Manage and optimize scalable distributed systems on the cloud
Optimization of web applications for performance and scalability
Develop automated tests to ensure business needs are met and allow for regression testing

Required Skills and Qualifications
Computer science degree or equivalent experience
Excellent foundation in computer science, algorithms, and web design
Experience writing highly secure web applications
Experience with core AWS web-enabling technologies
Growth mindset, challenging status quo to find new solutions and out-of-the-box ideas
Preferred Qualifications
Experience designing RESTful APIs, specifically for mobile apps
Experience leading a team",https://www.linkedin.com/jobs/view/3136035105/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=YAN7f9tw33JWdQXY5d1fHA%3D%3D&trackingId=5%2Bfww8nVZHK%2FWUBe9SRXEQ%3D%3D&trk=flagship3_search_srp_jobs,Back End Developer,Androsoft Solutions,13 hours ago,Full-time,"Karāchi, Sindh, Pakistan"
68,68,"At Glints, we are building the #1 tech-enabled recruitment and career discovery platform in Southeast Asia that helps people and organisations realise their human potential by joining great organisations, learning the right skills and building great teams.

About This Role

The mission for this role is to build products/features that drive growth in terms of the number of active users, through SEO, content, owned, and paid marketing channels, with solid software engineering foundations, in a timely manner and collaboratively in a team. This role is dedicated to the growth mission.

Why This Job Is Awesome

You will be entrusted to lead and develop product features, and eventually epics, with the engineering team; as well as work collaboratively with product managers and product designers to actively shape product ideas. You will also lead and introduce technical standards or practices that ensure quality, enable iterations, and save the team time in the long run.

Over here at Glints, we emphasize cross-functional teamwork and user feedback a lot. Like 3-user-sessions-a-week level. More than technical wizardry, we're also looking for builders who want to make a tangible impact on our users' lives.

What You Will Be Doing
Deliver features and fixes according to product needs reliably
Building features with performance, reliability and security in mind
Maintaining code quality through intentional architecture, documentation and code review
Lead and contribute actively to technical and product discussions
Champion and represent cutting-edge web technologies in product discussions to solve users' problems
Participating in user interviews and usability tests

Who We Are Looking For
Solid understanding of good software engineering practices (version control, code reviews, testing, refactoring, …)
Well-versed in web performance, and has experience optimising it
Experience in setting up, migrating and maintaining databases
Good grasp of client-side technologies and can thus pick up frontend frameworks easily
Practitioner of TDD and has good understanding of the testing pyramid

Nice-To-Haves
Experience in DevOps and in using the surrounding ecosystem of tools
Experience in teaching and mentoring on technical skills and concepts
Good grasp of security principles, and develops with a security-first mindset
Sufficient business acumen to translate business problems into internal software solutions

Preferred Tech Stack
Node.js
React.js
PostgreSQL
MongoDB
AWS

Let’s Realise Human Potential.

We have impacted many lives since we were founded in 2013, but there’s still plenty to be done. If you’re ready to grow and make an impact, you’ve come to the right place.

What is Glints?

Glints is an online talent recruitment and career discovery platform with the enduring purpose of contributing to a world where people and organisations can realize their human potential.

Our tech-enabled approach to recruitment and career discovery connects more than 1.5 million candidates to their next dream opportunities, has supported more than 30,000 companies in finding top talents, doubled recruiter efficiency, and has raised more than US$30M+ from best venture investors in Asia to date.

Our agility and firm hold on our core purpose and values have allowed us to remain resilient and thrive through tumultuous times, and we are proud to be recognised by LinkedIn as one of the Top 10 Startups in Singapore in 2020.

Who We Are

At Glints, personal and professional growth are just as important as business growth. That's why we created the Glints Culture Code: #RIIBCOH. It defines our values, guides our decisions and actions, and is what makes us special.

Relentlessly Resourceful: Whatever it takes, just make it happen (ethically)

Integrity: Have courage, be guided by the truth, don’t be afraid

Impact: Missionaries, not mercenaries

Beginners’ Mindset: Stay humble, don’t be attached to ego

Customer Obsessed: Customers First

Ownership: Care intensely about the mission and take responsibility

High Standards: Dream big and deliver epic outcomes fast

Where We Work

Glints operates in multiple locations across Greater Southeast Asia, including Singapore, Indonesia, Vietnam, Taiwan and Malaysia.

Learn more about Glints and our culture at bit.ly/glintsculture,

Or check out our Careers Page at https://glints.com/careers!",https://www.linkedin.com/jobs/view/3087546413/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=YAN7f9tw33JWdQXY5d1fHA%3D%3D&trackingId=NMyD83lT11IH3AwF6V1hyw%3D%3D&trk=flagship3_search_srp_jobs,"Software Engineer, Backend, Growth (Remote possible)",Glints,1 month ago,Full-time · Entry level,"Lahore, Punjab, Pakistan"
69,69,"We are looking for a Senior PHP Developer using Laravel framework to contribute in building scalable web applications and maintain the current version. The ideal candidate is a self-motivated, multi-tasker, and demonstrated team player.

Working will be on-site in Riyadh , Saudi Arabia

Location: Riyadh , Saudi Arabia
We offer attractive salaries

Responsibilities

● Write clean, well-designed code.
● Troubleshoot and test core product software to ensure strong optimization.
● Contribute to all phases of the development lifecycle.
● Ability to estimate the assigned tasks.
● Deliver the sprints & iterations on time.
● Open to learning new technologies and following the market & industry best practices.

Qualifications

● Bachelor's degree in computer science or related field
● +4 years Experience in software development
● Passion for best design and coding practices
● Strong knowledge of relational databases, tools and PHP skills
● Strong Design Patterns & Data structure & Algorithms.
● Good knowledge of SQL and related databases.
● Good knowledge of TDD
● Good knowledge of Agile / Scrum methodologies
● Good communication in English.
● Familiarity using project management tools",https://www.linkedin.com/jobs/view/3125926416/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=YAN7f9tw33JWdQXY5d1fHA%3D%3D&trackingId=qNBp3tKIb1sODN1Yjzu2tA%3D%3D&trk=flagship3_search_srp_jobs,Senior Laravel + Vue.js Developer,Prexle,6 days ago,Full-time,"Lahore, Punjab, Pakistan"
70,70,"About The Company

Constellation Software is Canada's second largest publicly-listed software company, with a market cap nearing $20 Billion. We are a product-based company, solely dedicated to acquiring, maintaining, supporting and enhancing industry-specific mission-critical business systems, for life. From the website, if you go under 'Our Companies', you will see details and websites for our operating groups, through which you can get details about the products and divisions under our various operating groups, servicing a varied group of industries.

The Division

Picis is a global provider of clinical information solutions that automate the entire perioperative experience with one contiguous patient record, from preop to anesthesia software through PACU. Picis continues to focus and specialize our integrated suite of solutions in life-critical areas of the hospital where the patients are the most vulnerable, the care process is the most complex, and an increasing majority of hospital costs and potential revenue are concentrated. Our solutions enable rapid, sustained delivery of clinical documentation, and financial and operational results.

Picis is a subsidiary of the Harris group, an operating group of Constellation Software Inc..

The Position

We are looking for a Backend Developer, who will work out of the Contour Software Karachi / Lahore resource center office, as an extension of the division-based R&D department.

Roles And Responsibilities
Participate in the development of the new web platform for Picis
Create tests as part of the development lifecycle
Fix defects of the existing products
Continuous learning, inside a high experienced team
Desired Skills
BA/BS degree in Computer Science or related field
2+ years of experience in a backend software development role
Proven programming skills in the following: .NET Framework / Core, c# 7+, Entity Framework
Familiar with agile development and continuous delivery
Work experience with Visual Studio, git, Azure DevOps is a plus
Strong written and verbal communication skills in English
Exciting Benefits we offer:
Market-leading Salary
Medical Coverage – Self & Dependents
Parents Medical Coverage
Provident Fund
Employee Performance-based bonuses
Home Internet Subsidy
Conveyance Allowance
Profit Sharing Plan [Tenured Employees Only]
Life Benefit
Child Care Facility
Company Provided Lunch/Dinner
Professional Development Budget
Recreational area for in-house games
Sporadic On-shore training opportunities
Friendly work environment
Leave Encashment",https://www.linkedin.com/jobs/view/3068137652/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SCHOOL_RECRUIT&refId=YAN7f9tw33JWdQXY5d1fHA%3D%3D&trackingId=35XaBo5cADUxND0rgyxkBA%3D%3D&trk=flagship3_search_srp_jobs,Backend Developer,Contour Software,2 months ago,Full-time · Entry level,"Lahore, Punjab, Pakistan"
71,71,"Posted by
Adeel Ahmed
Manager HR & Admin at BYTETECK CONSULTING INC
Send InMail
We are looking for a Web Developer, who can work on both the front-end and back-end of the website, and must be familiar with coding languages, development frameworks, and third-party libraries. You will be working on creating, maintaining, and updating websites for our client(s).

Responsibilities:
Manage front-end and back-end website development.
Maintain well-documented, reusable, and transferrable code.
Design, create and modify static web pages that conform to HTML5 specifications.
Analyze the client-side performance of a webpage to better understand the consumer experience.
Imagine, create, and deploy interactive and mobile-friendly applications for the web using the latest web technologies, including HTML5, CSS3, JavaScript (ES6+), jQuery, and React.js.
Pair those skills with back-end technologies like databases and Node.js, as well as developer tools like Bash, Git, and automated tests.
Can work on these languages to create codes for server-side development (PHP, C++, Java, JavaScript, and Node.js). and others.
Become adept at interacting with behind-the-scenes technologies, like databases and servers, and at solving more complex sets of problems.
Identify and fix performance bottlenecks in a web application. Additionally, propose a viable fix to a specific bottleneck in a provided sample application.
Learn to make applications faster, more secure, more stable, and more capable.

Requirements:
Bachelor’s/ Master’s Degree in Computer Science or related field.
At least 03 years of in-house (Software House) web development experience.
Must have a good grip on WordPress, HTML, CSS, JavaScript, Java, core PHP, and Node.js.
Must have excellent communication skills.
Should possess a passion for coding practices and best designs.
A mindset to developing bold ideas.
Excellent oral and written communication skills.
Ability to set priorities and meet tight deadlines.
Ability to think creatively.

Job Details:
On-site job (Office based)
Morning Shift.
Timings (9:00 AM – 5:00 PM)
Working days (Monday-Friday)
Location: Hyderabad, Sindh.",https://www.linkedin.com/jobs/view/3136200757/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=YAN7f9tw33JWdQXY5d1fHA%3D%3D&trackingId=toKeqPa54fKvjbrzOl6sOA%3D%3D&trk=flagship3_search_srp_jobs,Web Developer,ByteTeck Consulting Inc,11 hours ago,Full-time,"Hyderabad, Sindh, Pakistan"
72,72,"Posted by
Afii Fa
HR Manager at MS Global Inc
Send InMail
A US based company MS GLOBAL INC having its branch in Karachi is looking for a SENIOR BACK-END DEVELOPER

Skills Required:
Ability to create APIs
Command over LARAVEL and CORE PHP
Able to manage C-panel on Linux and VPS.
FREE PICK & DROP SERVICE WILL BE PROVIDED
Job Type: Full time/Part-time
Experience: At least 1.5-2 years on LARAVEL

#growwithus #employment #jobs #hiring #job #jobsearch #recruitment #career #work #careers #recruiting #nowhiring #resume #business #jobhunt #jobseekers #jobopening #jobseeker #hiringnow #interview #recruiter #jobsearching #vacancy #jobinterview #jobopportunity",https://www.linkedin.com/jobs/view/3105184547/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=YAN7f9tw33JWdQXY5d1fHA%3D%3D&trackingId=ChZojDsrCZuE5ulzPurMfw%3D%3D&trk=flagship3_search_srp_jobs,Back End Developer,MS Pakistan,2 weeks ago,Full-time,"Karachi Division, Pakistan"
73,73,"Posted by
Usama Abrar
Student at Institute of Cost and Management Accountants of Pakistan (ICMA Pakistan)
Send InMail
We are looking for Laravel Developers

Working Experience of VueJS and Laravel Blade
Previous working experience as a PHP/Laravel developer for 2 years
BS/MS Degree in Computer Science, Engineering, MIS or similar relevant field
In depth knowledge of object-oriented PHP, data structure and Laravel Framework
Hands on experience with SQL scheme design, SOLID principles, Rest API design
Experience with Linux OS, git and tasks management tool like ClickUp
Software testing (PHPUnit, PHPSpec, Behat)
Creative and efficient problem solver

Send your resume at our email address
hr.orhantech@gmail.com",https://www.linkedin.com/jobs/view/3135246929/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=YAN7f9tw33JWdQXY5d1fHA%3D%3D&trackingId=jyPa%2BV2lvKQbJ1SZGbbYqA%3D%3D&trk=flagship3_search_srp_jobs,Laravel Developer,ORHAN TECH,1 day ago,Full-time,"Rawalpindi, Punjab, Pakistan"
74,74,"TOlindo is a leading courier company in Toronto. Our same day, next day and express courier deliveries to Toronto include E-bikes.

We are the perfect choice for anyone looking for an easy hassle-free pick-up with professional service at an affordable price.

TOlindo was founded in 2017, when the founders saw a need for on demand quick pick up and delivery of items locally, or within Canada. We believe that today's customers want instant gratification so we offer our 24/7 service and fast turnaround time on all pickups and deliveries. We make your post office hours work for you with our online tools (emails and phone service) so that you can manage your deliveries anytime and anywhere!

The Role

Key Responsibilities Areas
Writing well-designed, testable and efficient code.
Gathering and evaluating user feedback.
Working as a part of a dynamic team to deliver winning products.
Providing code documentation and other inputs to technical documents.
Supporting continuous improvement by investigating alternatives and new technologies and presenting these for architectural review.
Troubleshooting and debugging to optimise performance.
Ideal Profile

Requirements
Bachelor’s/Master’s degree in Computer Science, Information Technology, or any relevant disciplines.
2+ years of software development experience in PHP.
Excellent knowledge of OOP in PHP with MySQL.
Understanding of open source projects like CodeIgniter, and Laravel.
Expertise with cloud computing platforms (AWS /GCP/Azure).
Develop different AWS services, including API, and RDS instances. Lambda is a plus.
Implement the application’s CI/CD pipeline using the AWS CI/CD stack.
Experience in common third-party APIs (Develop, Payloads Designing) with Postman.
Experience managing a huge volume of transactions (ex. eCommerce, game, etc.)
Good knowledge of web technologies including HTML, CSS, JavaScript, jQuery, etc.
Good knowledge of relational databases, version control tools, and Developing web services.
Good knowledge of design patterns and well-versed with iOS and Android.
Good knowledge of Linux/Unix administration.
Excellent programming, debugging, and implementation skills
Technical knowledge and comprehension of web protocols and Socket communication.
Passion for best design and coding practices and a desire to develop new bold ideas.
Skills
Amazon AWS
CSS3
HTML5
MySQL
CodeIgniter
PHP
Coding Standards
Laravel
What's on Offer?
Great financial rewards
A chance to accelerate your career
Flexible working options",https://www.linkedin.com/jobs/view/3109745392/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=YAN7f9tw33JWdQXY5d1fHA%3D%3D&trackingId=jjqgp0d1bijHBpXFA0Eu9Q%3D%3D&trk=flagship3_search_srp_jobs,AWS & PHP Developer,TOlindo Deliveries,1 week ago,"PKR1,080,000/yr - PKR1,320,000/yr · Full-time · Entry level","Karāchi, Sindh, Pakistan"
